Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Component/s,Due Date,Votes,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (End Date),Custom field (Epic Link),Custom field (Error Type),Custom field (Expected Result),Custom field (Found by),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Solution),Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (TestLink case),Custom field (Time Category),Custom field (Type of engagement),Custom field (URL),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment,Comment,Comment
Bookmark: A closed recipe in the minimized window is displayed when the window is maximized,QATC-814489,3492437,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 3:03 AM,21/Aug/23 12:44 PM,17/Nov/23 9:52 PM,21/Aug/23 12:44 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimized the window
 # Open a recipe from the bookmark window
 # Click on the close button
 # Maximized the window
 # Observed the Result

*Actual Result:* A closed recipe in the minimized window is displayed when the window is maximized

*Expected Result:* The closed recipe should not be displayed when the window is maximized","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) 

 ",,,,,,,,Leads and Reporter only,"15/Aug/23 3:03 AM;m.foysal;closed recipe is displayed.mp4;https://jira.a1qa.com/secure/attachment/2395880/closed+recipe+is+displayed.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiidb:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"17/Aug/23 2:19 PM;m.foysal;*Additional Information:* This issue is the same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe:  It is not possible to add another recipe after validation message 'Wrong ingredient format!' message is displayed ,QATC-814488,3492431,Bug,To Be Reformulated,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 2:46 AM,22/Aug/23 7:17 PM,16/Oct/23 6:45 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" https://forkify.qa-academy.eu/""
 # Click on Add recipe
 # Fill out all the required field except ingredients
 # Input the wrong format ingredients
 # Click on upload
 # Observed the result
 # Then close the popup and click on Add recipe 
 # Observed the result

*Actual Result:* Add recipe menu is displayed as 'Wrong ingredient format!' when try uploading a recipe with an incorrect format ingredients

*Expected Result:* Add Recipe menu always should open the forms when clicking on it","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:45 AM;m.foysal;wrong ingredients.mp4;https://jira.a1qa.com/secure/attachment/2395878/wrong+ingredients.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiibz:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 10:49 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;","22/Aug/23 7:17 PM;m.foysal;*Summary:*  It is not possible to add another recipe after uploading a recipe successfully;;;",
Add Recipe: After adding a recipe and then trying to add another recipe it's displayed 'recipe was successfully uploaded' when clicking on the 'Add Recipe' menu,QATC-814485,3492425,Bug,To Be Reformulated,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 2:30 AM,22/Aug/23 4:50 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Fill out the required filled
 # Click on the upload button 
 # Then click on Add a Recipe button
 # Observed the result

*Actual Result:* After adding a recipe and then trying to add another recipe it's displayed 'recipe was successfully uploaded' when clicking on the 'Add Recipe' menu. Please see [^Added another recipe is not possible.mp4 ].

*Expected Result:* Adding another recipe should be possible when clicking on add recipe menu","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:30 AM;m.foysal;Added another recipe is not possible.mp4;https://jira.a1qa.com/secure/attachment/2395872/Added+another+recipe+is+not+possible.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiian:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 10:48 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: In the minimized window search result is displayed in the main window,QATC-814483,3492414,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 2:17 AM,21/Aug/23 12:17 PM,17/Nov/23 9:52 PM,21/Aug/23 12:17 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on the search field
 # Input an uploaded recipe name
 # Click on search button
 # Observed the result

*Actual Result:* In the minimized window search result is displayed in the main window

*Expected Result:* In the minimized window search result should be displayed on the left side of the page there should area for previewing the  recipe","{*}OS{*}: Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:16 AM;m.foysal;Search result is displayed inthe whole window.mp4;https://jira.a1qa.com/secure/attachment/2395870/Search+result+is+displayed+inthe+whole+window.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idii87:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 10:45 PM;m.foysal;*Additional information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Bookmark: In the minimized window open a bookmarked recipe and close it when try to reopen this recipe it’s not displayed,QATC-814482,3492413,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 2:07 AM,21/Aug/23 12:15 PM,17/Nov/23 9:52 PM,21/Aug/23 12:15 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimized the window
 # Click on  a bookmark recipe
 # Click on the close button
 # Then try to reopen this recipe 
 # Observed the result

*Actual Result:* In the minimized window open a bookmarked recipe and close it when try to reopen this recipe it’s not displayed

*Expected Result:* In the minimized window reopen the recipe it should be displayed ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:07 AM;m.foysal;Bookmark reicpe is not displayed in minimized window.mp4;https://jira.a1qa.com/secure/attachment/2395869/Bookmark+reicpe+is+not+displayed+in+minimized+window.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii7z:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,
Bookmark: The bookmark option is displayed only 12  instead of 25 recipes when the window size is maximized,QATC-814479,3492403,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 1:53 AM,21/Aug/23 12:15 PM,17/Nov/23 9:52 PM,21/Aug/23 12:15 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on the Bookmark
 # Observed the bookmark window
 # Only 12 is displayed

Actual Result: The bookmark option is displayed only 12  instead of 25 recipes when the window size is maximized

*Expected Result:* The bookmark option should be displayed  25 bookmark recipe

*Additional Information:* When the window size is minimized only 8 bookmark recipe is displayed","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 1:53 AM;m.foysal;Bookmark is displayed only 12-1.mp4;https://jira.a1qa.com/secure/attachment/2395865/Bookmark+is+displayed+only+12-1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii5r:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"17/Aug/23 1:05 AM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe: In the minimized window adding a new recipe successfully it’s not previewing in the main window,QATC-814474,3492397,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 1:16 AM,16/Aug/23 9:10 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimized the window
 # Click on Add recipe
 # Fill all the required field with valid data
 # Click on upload button
 # Observed the result

*Actual Result:*  In the minimized window adding a new recipe successfully it’s not previewing in the main window

*Expected Result:* In the minimized window the recipe adding a new recipe should be previewed in the main window

*Additional Information:*
 # This issue is also happened when a recipe is uploaded in the maximized window and then minimized window the recipe is not displayed in the minimized window

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 1:08 AM;m.foysal;created recipe not previewing in the main window.mp4;https://jira.a1qa.com/secure/attachment/2395859/created+recipe+not+previewing+in+the+main+window.mp4","16/Aug/23 9:10 PM;m.foysal;minimized window recipe is not displayed.mp4;https://jira.a1qa.com/secure/attachment/2396812/minimized+window+recipe+is+not+displayed.mp4",,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii4f:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 9:10 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
[^minimized window recipe is not displayed.mp4] Safari, Version 16.5;;;",,
Bookmark: Previewing: There is no 'Delete button' to remove the recipe from the application,QATC-814473,3492396,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 1:01 AM,21/Aug/23 12:10 PM,17/Nov/23 9:52 PM,21/Aug/23 12:10 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Bookmark
 # Click on any recipe
 # Observed the displayed recipe
 # There is no delete button

*Actual Result:* There is no 'Delete button to remove the recipe from the application

*Expected Result:* There should be a delete button for removing the recipe from the applications

 

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 9:05 PM;m.foysal;edit and delete.jpg;https://jira.a1qa.com/secure/attachment/2396807/edit+and+delete.jpg","16/Aug/23 9:04 PM;m.foysal;No delete options.jpg;https://jira.a1qa.com/secure/attachment/2396806/No+delete+options.jpg","15/Aug/23 1:01 AM;m.foysal;There in no delete button to remove ther recipe.mp4;https://jira.a1qa.com/secure/attachment/2395858/There+in+no+delete+button+to+remove+ther+recipe.mp4",,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii47:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 9:04 PM;m.foysal;*Additional Information:* This issue is same in 

*MacOS:* Ventura
!No delete options.jpg! Safari, Version 16.5;;;","16/Aug/23 9:05 PM;m.foysal;!edit and delete.jpg!;;;",
Bookmark: Previewing: There are no edit options for editing the 'Time' when previewing the recipe,QATC-814471,3492393,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 12:50 AM,21/Aug/23 12:10 PM,17/Nov/23 9:52 PM,21/Aug/23 12:10 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Bookmark
 # Click on any Bookmark recipe
 # Observed the window there are not options for editing the time

*Actual Result:* There are no edit options for editing the 'Time' when previewing the recipe

*Expected Result:* There should be an edit option for all the entered data

*Additional Information:*
 # There are no editing options for Recipe ingredients
 # There are no editing options for the Publisher name
 # There are no editing options for the title
 # There are no options for changing the recipe image URL
 # There are no editing options for changing the direction URL","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 9:06 PM;m.foysal;edit and delete.jpg;https://jira.a1qa.com/secure/attachment/2396808/edit+and+delete.jpg","16/Aug/23 9:02 PM;m.foysal;No edit options.jpg;https://jira.a1qa.com/secure/attachment/2396805/No+edit+options.jpg","15/Aug/23 12:50 AM;m.foysal;No edit options.mp4;https://jira.a1qa.com/secure/attachment/2395856/No+edit+options.mp4",,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii3r:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 9:02 PM;m.foysal;*Additional Information:* This issue is same in 

*MacOS:* Ventura
*Browser:* Safari, Version 16.5 !No edit options.jpg!;;;","16/Aug/23 9:06 PM;m.foysal;!edit and delete.jpg!;;;",
Add recipe: Recipe Data: Title field data overlaps on the recipe image and recipe information when 100 letters are inputted,QATC-814467,3492388,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 12:35 AM,16/Aug/23 8:50 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click o the Add recipe
 # Fill the title field with 100 letters
 # fill rest of the required field
 # Observed the result

*Actual Result:* Title field data overlaps on the recipe image and recipe information when 100 letters are inputted

*Expected Result:* The title field data should not overlap the recipe image and the recipe information 

*Additional Information:*
 # When more than 100 letters are input it overlaps the whole image also the recipe information","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 12:35 AM;m.foysal;More than 100.jpg;https://jira.a1qa.com/secure/attachment/2395852/More+than+100.jpg","15/Aug/23 12:35 AM;m.foysal;More than 100.png;https://jira.a1qa.com/secure/attachment/2395851/More+than+100.png","16/Aug/23 8:50 PM;m.foysal;title field is accept more than 100 words.jpg;https://jira.a1qa.com/secure/attachment/2396803/title+field+is+accept+more+than+100+words.jpg",,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idii2n:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 8:50 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
!title field is accept more than 100 words.jpg! Safari, Version 16.5;;;",,
Add recipe: Ingredients: The ingredients field 'Unit' section is accept special characters instead of only positive number,QATC-814466,3492386,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 12:24 AM,16/Aug/23 8:48 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Fill the Recipe data  all field
 # Put any Special character on the unit section
 # Click on upload button
 # Observed the result

*Actual Result:* The ingredients field 'Unit' section is accept special characters instead of only positive number

*Expected Result:* The unit field only accepts a positive or fractional value

*Additional Information:*
 # Unit field also accept letters
 # when a special character or letter is inputted it'd display empty in the unit field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 12:24 AM;m.foysal;Unit field is accept different character.mp4;https://jira.a1qa.com/secure/attachment/2395850/Unit+field+is+accept+different+character.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii27:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"15/Aug/23 12:25 AM;m.foysal;*Additional Information:* The unit field also accepts negative numbers.;;;","16/Aug/23 8:48 PM;m.foysal;*Additional information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",
Add Recipe: Ingredients: There is no Add more button to Add more ingredients option when uploading a recipe,QATC-814463,3492380,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 12:10 AM,21/Aug/23 12:10 PM,17/Nov/23 9:52 PM,21/Aug/23 12:10 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add Recipe
 # Observed the add recipe forms
 # There is no Add more recipe button

*Actual Result:* There is no Add more button to Add more ingredients option when uploading a recipe

*Expected Result:* There should be a Add more button for adding more ingredients to the recipe ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 12:09 AM;m.foysal;add more button requirements.jpg;https://jira.a1qa.com/secure/attachment/2395847/add+more+button+requirements.jpg","16/Aug/23 8:43 PM;m.foysal;No Add more button.jpg;https://jira.a1qa.com/secure/attachment/2396799/No+Add+more+button.jpg","15/Aug/23 12:09 AM;m.foysal;There is no add more button.jpg;https://jira.a1qa.com/secure/attachment/2395846/There+is+no+add+more+button.jpg",,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii0v:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 8:43 PM;m.foysal;*Additional Information:* This issue is same in 

*MacOS:* Ventura
{*}Browser: Safari{*}, Version 16.5 !No Add more button.jpg!;;;",,
Add Recipe: Ingredients: Only one ingredients field is required instead of 3 field,QATC-814462,3492379,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 12:01 AM,21/Aug/23 12:09 PM,17/Nov/23 9:52 PM,21/Aug/23 12:09 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" https://forkify.qa-academy.eu/""
 # Click on Add recipe
 # Fill the recipe data all filed
 # Fill the number 1 ingredients field
 # Click on the upload button
 # Observed the result

*Actual Result:* Only one ingredients field is required instead of 3 field

*Expected Result:* First three fields should be required when uploading a recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 12:01 AM;m.foysal;only one ingredients fields is required.mp4;https://jira.a1qa.com/secure/attachment/2395845/only+one+ingredients+fields+is+required.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii0n:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 8:35 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5

 ;;;",,
Add Recipe: Recipe Data: Servings field accepts more than 10 numbers when clicking on the up and down arrow,QATC-814460,3492377,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,14/Aug/23 11:50 PM,21/Aug/23 12:08 PM,17/Nov/23 9:52 PM,21/Aug/23 12:08 PM,1.0,Forkify,,0,"Steps to reproduce:
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on add recipe
 # Fill out all the required filled except Servings
 # Click on the servings up arrow until reached 10+ numbers
 # Observed the result

*Actual Result:* Servings field accepts more than 10 numbers when clicking on the up and down arrow

*Expected Result:* The servings field accepts only 1 to 10 numbers. The up arrow should be disabled when it reaches 10 and the Down arrow should be disabled when it reaches 1.

*Additional Information:*
 # Serving accepts less than 1 when uploading the recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"14/Aug/23 11:50 PM;m.foysal;Serving accept more than 10 value.mp4;https://jira.a1qa.com/secure/attachment/2395843/Serving+accept+more+than+10+value.mp4","16/Aug/23 8:28 PM;m.foysal;Serving field is accept more than 10.jpg;https://jira.a1qa.com/secure/attachment/2396793/Serving+field+is+accept+more+than+10.jpg",,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idii07:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 8:29 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura !Serving field is accept more than 10.jpg!
*Browser:* Safari, Version 16.5;;;","16/Aug/23 8:57 PM;m.foysal;*Additional Information:* The Mac OS servings accept more than 10 numbers but it does not accept less than 1 value.;;;",
Add Recipe: Recipe Data: The publisher field is accepted more than 100 letters instead of 100,QATC-814446,3492338,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,14/Aug/23 10:48 PM,21/Aug/23 12:05 PM,17/Nov/23 9:52 PM,21/Aug/23 12:05 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Fill all the required fields except the Publisher field
 # Enter a name of more than 100 letters
 # Click on upload button
 # Observed the result

*Actual Result:* The publisher field is accepted more than 100 letters instead of 100

*Expected Result:* The publisher field accepts only 2 to 100 English letters

*Additional Information:*
 # Publisher field accepts less than 2 letters when uploading the recipe
 # Publisher field accept Special character when uploading the recipe
 # Publisher field accepts only the Number when uploading the recipe
 # Publisher field accepts different languages when uploading the recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"14/Aug/23 10:48 PM;m.foysal;Publisher field is accept more than 100 letters.mp4;https://jira.a1qa.com/secure/attachment/2395812/Publisher+field+is+accept+more+than+100+letters.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idihrj:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 8:22 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe: Recipe Data: Invalid Image URL is accepted when uploading a recipe,QATC-814444,3492333,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,14/Aug/23 10:32 PM,21/Aug/23 12:05 PM,17/Nov/23 9:52 PM,21/Aug/23 12:05 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add Recipe
 # Fill out the required fill except the Image URL
 # Enter an invalid URL On the image field 
 # Click on the upload button 
 # Observed the result

*Actual Result:* Invalid Image URL is accepted when uploading a recipe

*Expected Result:* Only a valid URL should be accepted in the Image URL field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"14/Aug/23 10:32 PM;m.foysal;Invalid url is accept in the Image  url field.mp4;https://jira.a1qa.com/secure/attachment/2395807/Invalid+url+is+accept+in+the+Image++url+field.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idihqf:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 8:21 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe: Recipe Data: Image URL accepts more than 100 characters when entering,QATC-814443,3492331,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,14/Aug/23 10:20 PM,21/Aug/23 12:05 PM,17/Nov/23 9:52 PM,21/Aug/23 12:05 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Enter a URL of more than 100 character
 # Fill out the required filled 
 # Click on the upload button
 # Observed the result

Actual Result: Image URL accepts more than 100 characters when entering

*Expected Result:* Image URL only accepts 2 to 100 character

*Additional Result:*
 # Less than 2 characters are accepted when uploading
 # Special characters are accepted when uploading
 # Numbers are accepted when uploading
 # Negative values are also accepted uploading","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"14/Aug/23 10:20 PM;m.foysal;Image URL is accept more than 100 character.mp4;https://jira.a1qa.com/secure/attachment/2395806/Image+URL+is+accept+more+than+100+character.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idihpz:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 8:20 PM;m.foysal;*Additional Information:*  This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
